,Date,Notice_title,Reference_no.,OCID,Published_by,Deadline_date,Notice_type,Url
520,04-08-2022,"Event Planning & Delivery Services of the Road Race Competition Management, Remote Starts & Routes",AUG455523,ocds-r6ebe6-0000702406,2023 Cycling World Championships Ltd,06-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455523
521,04-08-2022,Occupational Health Services,AUG455522,ocds-r6ebe6-0000702326,SRUC,22-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455522
522,04-08-2022,Digital Marketing Get on the Go,AUG455518,ocds-r6ebe6-0000702389,Tayside and Central Scotland Transport Partnership (TACTRAN),25-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455518
523,04-08-2022,The Design and Production of an Active Travel Map for Helensburgh,AUG455517,ocds-r6ebe6-0000702405,Argyll and Bute Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455517
524,04-08-2022,Landscaping Services,AUG455516,ocds-r6ebe6-0000697869,Hillcrest,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455516
525,04-08-2022,Provision of 2022 Refit Services MV Thorsvoe,AUG455514,ocds-r6ebe6-0000702270,Orkney Islands Council (Harbour Authority),02-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455514
526,04-08-2022,PS-22-81 - Provision of a Passivhaus Certifier for the Ayrshire Manufacturing Investment Corridor (AMIC) (PRJ0013262),AUG455503,ocds-r6ebe6-0000702372,East Ayrshire Council,19-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455503
527,04-08-2022,"Survey, design, supply and delivery of UPVC windows and doors incl recycling",AUG455497,ocds-r6ebe6-0000702358,Fife Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455497
528,04-08-2022,Pneumothorax Monitor - Innovation Opportunity with NHS Scotland,AUG455492,ocds-r6ebe6-0000691922,"The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455492
529,04-08-2022,"Award of Carriageway Repairs and Resurfacing - Rutherglen Road, Shawfield",AUG455487,ocds-r6ebe6-0000696735,Clyde Gateway URC,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455487
530,04-08-2022,Self Build Loan Fund Administrator,AUG455481,ocds-r6ebe6-0000699386,Scottish Government,30-Aug-22,21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455481
531,03-08-2022,SBHA - Insurance Services 2022 - Non Life,AUG455477,ocds-r6ebe6-0000702196,Scottish Borders Housing Association,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455477
532,03-08-2022,PURCH2037 Provision Of A Framework For The Provision Of External Audit Services,AUG455476,ocds-r6ebe6-0000678339,University of Glasgow,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455476
533,03-08-2022,Demolition of Broadhill Bar & Linksfield Depot. (8248),AUG455472,ocds-r6ebe6-0000701885,Aberdeen City Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455472
534,03-08-2022,C001984 Evaluation of the mental health improvement and prevention of self-harm and suicide knowledge and skills framework (KSF) and its associated education resources.,AUG455471,ocds-r6ebe6-0000702332,NHS Education for Scotland,24-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455471
535,03-08-2022,Provision of Roof Repair and Replacement Services (Phase 3),AUG455470,ocds-r6ebe6-0000702307,UHI Moray,16-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455470
536,03-08-2022,Award of PURCH1852 MC001 MINI-TENDER FOR THE PROVISION OF LEAD ADVISOR LED DESIGN TEAM FOR MULTI-...,AUG455468,ocds-r6ebe6-0000683866,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455468
537,03-08-2022,Award of PURCH1620 LOT 3 MC019 MINI-TENDER FOR THE PROVISION OF WORKSPACES 2022/2023 – WORKS FOR ...,AUG455467,ocds-r6ebe6-0000689933,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455467
538,03-08-2022,Award of PURCH1620 LOT 3 MC017 MINI-TENDER FOR THE PROVISION OF HILLHEAD STREET & GREAT GEORGE ST...,AUG455466,ocds-r6ebe6-0000684371,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455466
539,03-08-2022,Award of PURCH1620 LOT 3 MC015 MINI-TENDER FOR THE PROVISION OF LEARNING SPACES WORKS PROGRAMME 2...,AUG455465,ocds-r6ebe6-0000681463,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455465
540,03-08-2022,Award of PURCH1620 LOT 2 MC008 MINI-TENDER FOR THE PROVISION OF ST ANDREWS BUILDING LEVEL 6 GLASS...,AUG455464,ocds-r6ebe6-0000681108,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455464
541,03-08-2022,Award of PURCH1620 LOT 3 MC005 Project 5 – Various Refurbishments at the School of Computing Science,AUG455463,ocds-r6ebe6-0000679073,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455463
542,03-08-2022,Subscription to Lexis Nexis Library,AUG455461,ocds-r6ebe6-0000702304,Crown Office and Procurator Fiscal Service,,15 Voluntary ex ante Transparency (VEAT) Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455461
543,03-08-2022,Pulse Oximetry Consumables,AUG455460,ocds-r6ebe6-0000701843,"The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",02-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455460
544,03-08-2022,High Growth Ventures Specialist Business Support Framework,AUG455459,ocds-r6ebe6-0000685350,Scottish Enterprise,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455459
545,03-08-2022,Award of PURCH1620 LOT 3 MC016 MINI-TENDER FOR THE PROVISION OF CHURCH STREET INNOVATION ZONE FAB...,AUG455458,ocds-r6ebe6-0000678047,University of Glasgow,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455458
546,03-08-2022,"CU/556/21 Groundworks, Civils, Drainage & Builder works Package at Muiredge Industrial Estate, Buckhaven, Leven, KY8 1LJ",AUG455457,ocds-r6ebe6-0000700258,Fife Council,29-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455457
547,03-08-2022,Bishops Bridge A822-05 Phase 2 Strengthening Works PKC11974,AUG455456,ocds-r6ebe6-0000702289,Perth & Kinross Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455456
548,03-08-2022,Award of University of Dundee Asbestos Surveys & Analytical Services,AUG455438,ocds-r6ebe6-0000694492,University of Dundee,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455438
549,03-08-2022,10870 Cold Water Storage Tank Replacement at HMP Low Moss,AUG455434,ocds-r6ebe6-0000700564,Scottish Prison Service,13-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455434
550,03-08-2022,University of Dundee Compressed Air Service & Maintenance,AUG455433,ocds-r6ebe6-0000687983,University of Dundee,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455433
551,03-08-2022,Minor Construction Projects as Multi Trade (main) Contractors to various public buildings (non-domestic),AUG455431,ocds-r6ebe6-0000702250,Perth & Kinross Council,02-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455431
552,03-08-2022,Catering Concessions for Parks,AUG455429,ocds-r6ebe6-0000702256,Glasgow City Council,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455429
553,03-08-2022,CWRR Drainage Works to Argyll Avenue Renfrew,AUG455422,ocds-r6ebe6-0000702274,Graham Construction Ltd,18-Aug-22,Sub-Contract Opportunity,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455422
554,03-08-2022,NCA21090 Q EXACTIVE BASIC MS SYSTEM SUPPORT PLAN,AUG455413,ocds-r6ebe6-0000690596,University Of Edinburgh,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455413
555,03-08-2022,Building Reinstatement Cost Assessment Surveys,AUG455412,ocds-r6ebe6-0000702271,University of Aberdeen,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455412
556,03-08-2022,Lot 12 Learning & Teaching: Classroom Training,AUG455411,ocds-r6ebe6-0000702184,Fife Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455411
557,03-08-2022,Sexual Abuse Supporting Children & Young People: Foster Career Sexual Training,AUG455410,ocds-r6ebe6-0000702099,Fife Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455410
558,03-08-2022,"Supply, Delivery and/or Installation of Doors and Windows",AUG455409,ocds-r6ebe6-0000660877,The City of Edinburgh Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455409
559,03-08-2022,"DIHD22035 100 New Housing Units, Black Isle Road, Muir of Ord - Architect Appointment",AUG455407,ocds-r6ebe6-0000702240,The Highland Council,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455407
560,03-08-2022,University of Dundee Compressed Air Service & Maintenance,AUG455433,ocds-r6ebe6-0000687983,University of Dundee,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455433
561,03-08-2022,Minor Construction Projects as Multi Trade (main) Contractors to various public buildings (non-domestic),AUG455431,ocds-r6ebe6-0000702250,Perth & Kinross Council,02-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455431
562,03-08-2022,Catering Concessions for Parks,AUG455429,ocds-r6ebe6-0000702256,Glasgow City Council,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455429
563,03-08-2022,CWRR Drainage Works to Argyll Avenue Renfrew,AUG455422,ocds-r6ebe6-0000702274,Graham Construction Ltd,18-Aug-22,Sub-Contract Opportunity,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455422
564,03-08-2022,NCA21090 Q EXACTIVE BASIC MS SYSTEM SUPPORT PLAN,AUG455413,ocds-r6ebe6-0000690596,University Of Edinburgh,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455413
565,03-08-2022,Building Reinstatement Cost Assessment Surveys,AUG455412,ocds-r6ebe6-0000702271,University of Aberdeen,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455412
566,03-08-2022,Lot 12 Learning & Teaching: Classroom Training,AUG455411,ocds-r6ebe6-0000702184,Fife Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455411
567,03-08-2022,Sexual Abuse Supporting Children & Young People: Foster Career Sexual Training,AUG455410,ocds-r6ebe6-0000702099,Fife Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455410
568,03-08-2022,"Supply, Delivery and/or Installation of Doors and Windows",AUG455409,ocds-r6ebe6-0000660877,The City of Edinburgh Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455409
569,03-08-2022,"DIHD22035 100 New Housing Units, Black Isle Road, Muir of Ord - Architect Appointment",AUG455407,ocds-r6ebe6-0000702240,The Highland Council,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455407
