,0,1,2,3,4,5,6,7,url
232,15-08-2022,Dry Rot Works,,Reference No:AUG456312,OCID:ocds-r6ebe6-0000703415,Published By:Home Fix Scotland Limited,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456312
233,15-08-2022,"Non-Domestic Oil Boilers - Servicing, Maintenance, Repairs & Call Outs",,Reference No:AUG456311,OCID:ocds-r6ebe6-0000687188,Published By:The Highland Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456311
234,15-08-2022,Framework for Ground Works,,Reference No:AUG456309,OCID:ocds-r6ebe6-0000674032,Published By:Midlothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456309
235,15-08-2022,PURCH2090 PROVISION OF SCREENING OF DNA ENCODED LIBRARY,,Reference No:AUG456301,OCID:ocds-r6ebe6-0000694105,Published By:University of Glasgow,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456301
236,15-08-2022,PURCH2084 PROVISION OF A FRAMEWORK AGREEMENT FOR PENSION ACCOUNTING SERVICES,,Reference No:AUG456300,OCID:ocds-r6ebe6-0000692987,Published By:University of Glasgow,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456300
237,15-08-2022,Award of University of Dundee Water Quality Management Services 2022 - 2025,,Reference No:AUG456298,OCID:ocds-r6ebe6-0000694300,Published By:University of Dundee,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456298
238,15-08-2022,Provision of Executive Coaching,,Reference No:AUG456294,OCID:ocds-r6ebe6-0000703355,Published By:Scottish Police Authority,Deadline Date:,Notice Type:03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456294
239,15-08-2022,Provision of Executive Coaching,,Reference No:AUG456293,OCID:ocds-r6ebe6-0000703388,Published By:Scottish Police Authority,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456293
240,12-08-2022,Award of Deposit Return Scheme - Media Buying,,Reference No:AUG456286,OCID:ocds-r6ebe6-0000698739,Published By:Scottish Environment Protection Agency,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456286
241,12-08-2022,Framework Agreement for Learning and Development,,Reference No:AUG456283,OCID:ocds-r6ebe6-0000703363,Published By:The City of Edinburgh Council,Deadline Date:18-Aug-22,Notice Type:21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456283
242,12-08-2022,PURCH2122 PROVISION OF FRAMEWORK AGREEMENT FOR THE PROVISION OF THE SUPPLY OF PELLETS FOR BIOMASS PLANT,,Reference No:AUG456282,OCID:ocds-r6ebe6-0000703336,Published By:University of Glasgow,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456282
243,12-08-2022,Fire Alarm Replacement - Major Blocks 2021/22 (H1392),,Reference No:AUG456280,OCID:ocds-r6ebe6-0000661260,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456280
244,12-08-2022,Door Entry Systems 2021/22 (H1410),,Reference No:AUG456278,OCID:ocds-r6ebe6-0000655494,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456278
245,12-08-2022,Replacement Stair Lighting 2021/22 (H1408),,Reference No:AUG456276,OCID:ocds-r6ebe6-0000651421,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456276
246,12-08-2022,Aids & Adaptations,,Reference No:AUG456275,OCID:ocds-r6ebe6-0000703365,Published By:River Clyde Homes,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456275
247,12-08-2022,Replacement of Main Switchgear and Common Area Circuit Testing 2020/21 (H1393),,Reference No:AUG456274,OCID:ocds-r6ebe6-0000642139,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456274
248,12-08-2022,Smoke Detectors - Replacement with multi sensor heads - Common Areas - Major Blocks 2020/21 (H1390),,Reference No:AUG456273,OCID:ocds-r6ebe6-0000636038,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456273
249,12-08-2022,Window Replacement Contract No 128 - H1356,,Reference No:AUG456272,OCID:ocds-r6ebe6-0000631792,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456272
250,12-08-2022,Provision of Executive Coaching,,Reference No:AUG456269,OCID:ocds-r6ebe6-0000703355,Published By:Scottish Police Authority,Deadline Date:14-Aug-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456269
251,12-08-2022,Consultant to provide a dedicated Project Coordinator to the Scottish Offshore Wind Energy Council (SOWEC),,Reference No:AUG456268,OCID:ocds-r6ebe6-0000696545,Published By:Crown Estate Scotland,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456268
252,12-08-2022,Door Entry Systems 2020/21 (H1391),,Reference No:AUG456267,OCID:ocds-r6ebe6-0000630609,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456267
253,12-08-2022,"Consultant to develop and deliver a report, tools and guidance to improve knowledge of future revenue from oil and gas pipelines",,Reference No:AUG456266,OCID:ocds-r6ebe6-0000694955,Published By:Crown Estate Scotland,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456266
254,12-08-2022,Recruitment Services: Circular Economy Business Support Placements,,Reference No:AUG456261,OCID:ocds-r6ebe6-0000688291,Published By:Zero Waste Scotland Ltd,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456261
255,12-08-2022,Stub Block Contract (H1361),,Reference No:AUG456258,OCID:ocds-r6ebe6-0000615892,Published By:Aberdeen City Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456258
256,12-08-2022,Award of Harbour Generator Relay Replacement on MPV Minna (MS-P-0089),,Reference No:AUG456255,OCID:ocds-r6ebe6-0000665334,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456255
257,12-08-2022,Award of Provision of Analysis of Consultation Responses for Remote electronic monitoring consult...,,Reference No:AUG456254,OCID:ocds-r6ebe6-0000696696,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456254
258,12-08-2022,Managed Security Operations Service,,Reference No:AUG456247,OCID:ocds-r6ebe6-0000703328,Published By:Renfrewshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456247
259,12-08-2022,Electronic Signage,,Reference No:AUG456245,OCID:ocds-r6ebe6-0000703218,Published By:Scottish Borders Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456245
260,12-08-2022,PURCH2066 The Provision of an EPOS System for Glasgow University Heritage Retail Limited,,Reference No:AUG456244,OCID:ocds-r6ebe6-0000689798,Published By:University of Glasgow,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456244
261,12-08-2022,Award of Provision of Back Office Software Services,,Reference No:AUG456240,OCID:ocds-r6ebe6-0000659640,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456240
262,12-08-2022,Desktop study to understand the potential options available to offshore wind developers upon expiry of any subsidy regime,,Reference No:AUG456232,OCID:ocds-r6ebe6-0000703300,Published By:Crown Estate Scotland,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456232
263,12-08-2022,Provision of Occupational Health Services - Request for Information,,Reference No:AUG456225,OCID:ocds-r6ebe6-0000703295,Published By:The Highland Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456225
264,12-08-2022,Award of A73 Carlisle Road/South Biggar Road Junction Improvements,,Reference No:AUG456222,OCID:ocds-r6ebe6-0000693367,Published By:North Lanarkshire Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456222
265,12-08-2022,Supply & Installation of Vehicle Activated Signs,,Reference No:AUG456219,OCID:ocds-r6ebe6-0000703175,Published By:Perth & Kinross Council,Deadline Date:14-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456219
266,12-08-2022,NAC/5092 Access Services to Fulfil Statutory Obligations,,Reference No:AUG456213,OCID:ocds-r6ebe6-0000692789,Published By:North Ayrshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456213
267,12-08-2022,Award of World Car Free Day Event Management,,Reference No:AUG456204,OCID:ocds-r6ebe6-0000699833,Published By:The City of Edinburgh Council,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456204
268,12-08-2022,Acquisition of Halbeath Ph2,,Reference No:AUG456203,OCID:ocds-r6ebe6-0000703268,Published By:Kingdom Housing Association Limited,Deadline Date:,Notice Type:15 Voluntary ex ante Transparency (VEAT) Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456203
269,12-08-2022,Academic Portfolio Review,,Reference No:AUG456200,OCID:ocds-r6ebe6-0000702369,Published By:Edinburgh Napier University,Deadline Date:12-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456200
270,12-08-2022,Supply and Delivery of Trees for March - April 2023,,Reference No:AUG456199,OCID:ocds-r6ebe6-0000703239,Published By:Crown Estate Scotland,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456199
271,12-08-2022,EDC/2021/3125 STRUCTURAL REPAIRS 2021-2024,,Reference No:AUG456198,OCID:ocds-r6ebe6-0000675933,Published By:East Dunbartonshire Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456198
272,12-08-2022,SOUTH UIST DRAINAGE MAINTENANCE CONTRACT 2022 - 2025,,Reference No:AUG456197,OCID:ocds-r6ebe6-0000703267,Published By:Scottish Government,Deadline Date:26-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456197
273,12-08-2022,Provision of a Suspended Access Equipment Maintenance Measured Term Contract (MTC),,Reference No:AUG456196,OCID:ocds-r6ebe6-0000696047,Published By:University of Strathclyde,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456196
274,12-08-2022,Peatland ACTION – Hydrological monitoring review,,Reference No:AUG456195,OCID:ocds-r6ebe6-0000703241,Published By:Scottish Natural Heritage,Deadline Date:19-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456195
275,12-08-2022,"Cloch HA: Lift Modernisation Tender; 7 Lyle Street, Greenock",,Reference No:AUG456194,OCID:ocds-r6ebe6-0000694131,Published By:Cloch Housing Association Ltd,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456194
276,12-08-2022,Award of Interim Manager Framework - Professional Staff - 1 x Governance Support Officer,,Reference No:AUG456188,OCID:ocds-r6ebe6-0000699820,Published By:Scottish Government,Deadline Date:,Notice Type:Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456188
277,12-08-2022,PKC11976 - A93/12 - Blairgowrie Weir Scour Repairs,,Reference No:AUG456187,OCID:ocds-r6ebe6-0000700328,Published By:Perth & Kinross Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456187
